user,item,pref
200,Wyatt Earp 1994,4
91,My Life as a Dog Mitt liv som hund 1985,4
195,Contact 1997,4
194,Interview with the Vampire 1994,2
301,River Wild The 1994,4
60,Good Will Hunting 1997,4
278,Wag the Dog 1997,4
181,I Can't Sleep J'ai pas sommeil 1994,1
344,Matilda 1996,3
44,This Is Spinal Tap 1984,5
38,101 Dalmatians 1996,5
18,Leaving Las Vegas 1995,5
91,Jurassic Park 1993,5
336,Robin Hood: Men in Tights 1993,2
305,Reservoir Dogs 1992,4
102,Shadow The 1994,2
181,Talking About Sex 1994,1
156,In the Name of the Father 1993,4
365,Contact 1997,4
32,Cable Guy The 1996,2
6,Mr. Holland's Opus 1995,3
236,Father of the Bride Part II 1995,1
234,Funny Face 1957,3
232,African Queen The 1951,4
130,Sword in the Stone The 1963,5
291,Billy Madison 1995,4
344,Birdcage The 1996,4
222,Young Guns 1988,4
13,Vermin 1998,1
378,Waterworld 1995,3
214,Cop Land 1997,5
279,Beautiful Girls 1996,3
363,Waiting for Guffman 1996,5
297,2001: A Space Odyssey 1968,4
13,Young Guns 1988,3
13,Nosferatu a Venezia 1986,3
87,Fugitive The 1993,5
195,Three Colors: White 1994,3
158,Seven Se7en 1995,4
13,Hoop Dreams 1994,5
189,Independence Day ID4 1996,2
344,Being There 1979,5
14,Dead Man 1995,4
181,Last Man Standing 1996,1
181,Pie in the Sky 1995,1
94,Star Wars 1977,5
206,Ma vie en rose My Life in Pink 1997,1
89,Enchanted April 1991,5
62,Heidi Fleiss: Hollywood Madam 1995 ,2
288,Boogie Nights 1997,5
329,Boot Das 1981,4
354,Washington Square 1997,4
291,Heavy Metal 1981,4
153,Godfather The 1972,3
285,Monty Python and the Holy Grail 1974,4
303,Fish Called Wanda A 1988,5
13,Dial M for Murder 1954,3
246,Nosferatu Nosferatu eine Symphonie des Grauens 1922,4
93,First Wives Club The 1996,4
268,Bound 1996,2
325,Barbarella 1968,4
226,Twelve Monkeys 1995,4
297,Brazil 1985,4
344,Grease 1978,4
233,Forrest Gump 1994,5
87,In the Line of Fire 1993,5
70,Dragonheart 1996,3
181,Rhyme & Reason 1997,1
260,Air Force One 1997,3
200,Eat Drink Man Woman 1994,3
246,First Knight 1995,1
92,Gandhi 1982,3
330,Star Wars 1977,5
82,All Dogs Go to Heaven 2 1996,2
299,It's a Wonderful Life 1946,3
28,Cape Fear 1991,3
64,Much Ado About Nothing 1993,3
262,Mr. Wrong 1996,2
59,Aristocats The 1970,2
294,Crash 1996,3
294,Courage Under Fire 1996,4
344,Quiz Show 1994,3
276,Exotica 1994,3
21,Eye for an Eye 1996,3
43,Hercules 1997,3
72,Thin Blue Line The 1988,4
273,Big Lebowski The 1998,5
54,Con Air 1997,4
276,Hunt for Red October The 1990,4
328,On Golden Pond 1981,4
90,Celluloid Closet The 1995,4
161,Godfather The 1972,3
305,Devil's Own The 1997,1
69,Dead Man Walking 1995,4
273,Kundun 1997,3
95,Postino Il 1994,5
177,Evita 1996,2
334,Dead Man 1995,4
64,Alice in Wonderland 1951,3
119,Quick and the Dead The 1995,4
23,Mary Poppins 1964,3
154,North by Northwest 1959,5
271,Birdcage The 1996,3
276,Batman Returns 1992,3
60,Bride of Frankenstein 1935,4
279,Vanya on 42nd Street 1994,4
42,Usual Suspects The 1995,4
320,Cliffhanger 1993,3
279,Die Hard 2 1990,4
378,Santa Clause The 1994,3
347,Jungle Book The 1994,3
15,People vs. Larry Flynt The 1996,2
328,Mary Reilly 1996,3
204,Rosewood 1997,5
378,Clueless 1995,3
295,My Fair Lady 1964,4
255,Happy Gilmore 1996,5
67,Independence Day ID4 1996,4
328,Birds The 1963,4
57,Jerry Maguire 1996,4
20,Mission: Impossible 1996,3
243,Apollo 13 1995,4
94,Virtuosity 1995,3
328,Bridges of Madison County The 1995,4
188,Ghost and the Darkness The 1996,4
308,Back to the Future 1985,4
344,Speed 1994,5
130,Executive Decision 1996,3
206,Contact 1997,4
119,Truth About Cats & Dogs The 1996,5
347,Young Frankenstein 1974,2
151,Annie Hall 1977,4
13,Muppet Treasure Island 1996,3
373,Big Squeeze The 1996,3
210,Blues Brothers The 1980,4
144,Sabrina 1995,3
58,Celluloid Closet The 1995,5
76,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,5
294,Long Kiss Goodnight The 1996,4
184,Firm The 1993,3
137,Star Trek: First Contact 1996,5
311,Gandhi 1982,4
259,Mars Attacks! 1996,2
43,Eraser 1996,3
92,Dead Poets Society 1989,4
254,On Golden Pond 1981,3
95,Much Ado About Nothing 1993,5
104,Trainspotting 1996,4
214,Grosse Pointe Blank 1997,4
128,Tommy Boy 1995,4
293,Professional The 1994,4
195,Anaconda 1997,3
11,2001: A Space Odyssey 1968,4
178,12 Angry Men 1957,4
270,Reservoir Dogs 1992,5
269,Herbie Rides Again 1974,1
151,Jaws 1975,4
174,Stupids The 1996,1
151,Harold and Maude 1971,5
276,Abyss The 1989,4
130,Game The 1997,5
332,Scream 1996,5
189,Sound of Music The 1965,5
43,Looking for Richard 1996,5
188,Mighty Aphrodite 1995,4
172,My Fair Lady 1964,3
262,Dolores Claiborne 1994,2
135,Hard Target 1993,2
304,Sense and Sensibility 1995,4
308,Mrs. Doubtfire 1993,4
342,Party Girl 1995,4
76,Game The 1997,3
345,Beautician and the Beast The 1997,2
303,Men in Black 1997,4
293,Conan the Barbarian 1981,2
2,Up Close and Personal 1996,3
368,Star Wars 1977,4
344,Enchanted April 1991,4
92,Species 1995,3
40,Ulee's Gold 1997,4
288,Platoon 1986,4
233,Rock The 1996,3
90,Philadelphia Story The 1940,5
112,Crash 1996,1
45,Leaving Las Vegas 1995,5
3,Critical Care 1997,1
159,Excess Baggage 1997,3
59,Dumbo 1941,1
117,Spawn 1997,4
207,Swingers 1996,3
318,Brady Bunch Movie The 1995,3
22,Clean Slate 1994,4
267,Naked Gun 33 1/3: The Final Insult 1994,3
124,Platoon 1986,2
6,2001: A Space Odyssey 1968,5
69,Hoop Dreams 1994,5
263,That Darn Cat! 1965,3
82,Stupids The 1996,1
57,Twelve Monkeys 1995,4
13,Fools Rush In 1997,3
286,Blade Runner 1982,4
151,Love Affair 1994,1
262,Gattaca 1997,3
218,Kingpin 1996,3
372,Nightmare on Elm Street A 1984,5
213,Back to the Future 1985,5
77,Leaving Las Vegas 1995,2
7,Babe 1995,5
299,Piano The 1993,2
145,Replacement Killers The 1998,4
205,Contact 1997,3
106,Toy Story 1995,4
314,D3: The Mighty Ducks 1996,5
346,Jerry Maguire 1996,4
286,Gold Diggers: The Secret of Bear Mountain 1995,3
339,Heavy Metal 1981,3
293,Crimson Tide 1995,2
180,Forrest Gump 1994,4
347,In the Name of the Father 1993,1
237,Fish Called Wanda A 1988,3
295,Monty Python's Life of Brian 1979,5
216,Back to the Future 1985,4
291,Malice 1993,4
334,Women The 1939,3
329,Contact 1997,3
146,In the Company of Men 1997,4
144,Sting The 1973,5
92,Shine 1996,4
313,Roman Holiday 1953,3
315,Exotica 1994,4
344,Diabolique 1996,2
270,Romy and Michele's High School Reunion 1997,4
230,Winnie the Pooh and the Blustery Day 1968,4
90,Six Degrees of Separation 1993,4
276,Jaws 1975,5
325,Monty Python and the Holy Grail 1974,3
15,Red Corner 1997,5
324,Face/Off 1997,5
73,Hoop Dreams 1994,2
232,Apt Pupil 1998,5
328,Silence of the Lambs The 1991,4
128,Beauty and the Beast 1991,5
43,Apt Pupil 1998,4
27,River Wild The 1994,3
189,Fargo 1996,4
296,Mr. Holland's Opus 1995,3
342,Miller's Crossing 1990,3
332,Kiss the Girls 1997,4
339,Casino 1995,5
297,Omen The 1976,3
303,Event Horizon 1997,3
181,Lost Highway 1997,1
244,Marvin's Room 1996,3
151,Rebel Without a Cause 1955,4
251,Alien 1979,5
159,101 Dalmatians 1996,4
342,Reservoir Dogs 1992,4
194,Rock The 1996,3
85,Sum of Us The 1994,3
244,Cable Guy The 1996,4
251,Jerry Maguire 1996,5
180,When Harry Met Sally... 1989,5
363,Lion King The 1994,3
233,Full Monty The 1997,5
297,Raising Arizona 1987,5
223,'Til There Was You 1997,1
185,Schindler's List 1993,4
308,Searching for Bobby Fischer 1993,4
262,Lawnmower Man The 1992,1
297,Mars Attacks! 1996,2
209,Fly Away Home 1996,2
295,Bye Bye Love 1995,4
224,Unbearable Lightness of Being The 1988,1
279,Pretty Woman 1990,1
361,Rosencrantz and Guildenstern Are Dead 1990,4
42,Jurassic Park 1993,4
293,Bad Boys 1995,3
234,Rear Window 1954,4
350,Star Trek: The Wrath of Khan 1982,4
280,Basic Instinct 1992,4
174,I.Q. 1994,4
296,Jackie Chan's First Strike 1996,1
374,Executive Decision 1996,4
256,Usual Suspects The 1995,5
106,Sling Blade 1996,4
181,Full Monty The 1997,1
314,Casino 1995,3
87,Reality Bites 1994,3
366,Braindead 1992,5
75,Kids in the Hall: Brain Candy 1996,4
85,African Queen The 1951,4
270,English Patient The 1996,5
128,E.T. the Extra-Terrestrial 1982,4
299,My Fair Lady 1964,4
378,Groundhog Day 1993,3
290,James and the Giant Peach 1996,1
233,Dances with Wolves 1990,5
293,Mission: Impossible 1996,1
92,Breakdown 1997,2
299,To Die For 1995,4
130,Volcano 1997,4
184,Contact 1997,3
183,101 Dalmatians 1996,1
280,Twelve Monkeys 1995,4
374,Batman Returns 1992,2
254,George of the Jungle 1997,2
149,Ice Storm The 1997,4
291,Guilty as Sin 1993,3
181,Leaving Las Vegas 1995,2
251,Hunt for Red October The 1990,3
276,Anaconda 1997,3
67,Live Nude Girls 1995,5
269,City of Lost Children The 1995,4
276,Women The 1939,4
41,Cinema Paradiso 1988,4
276,Tie That Binds The 1995,1
95,That Darn Cat! 1997,1
298,James and the Giant Peach 1996,3
289,James and the Giant Peach 1996,1
6,English Patient The 1996,2
327,Bottle Rocket 1996,4
234,It Happened One Night 1934,5
345,Graduate The 1967,4
197,Drop Zone 1994,2
120,Men in Black 1997,2
293,Night of the Living Dead 1968,3
174,Dead Poets Society 1989,5
178,I Know What You Did Last Summer 1997,3
137,Empire Strikes Back The 1980,5
128,Air Force One 1997,5
253,Godfather The 1972,5
88,Mother 1996,1
222,Star Trek: The Motion Picture 1979,4
247,Truth About Cats & Dogs The 1996,5
60,Aliens 1986,4
92,Titanic 1997,5
256,True Lies 1994,5
343,Birdcage The 1996,2
314,Field of Dreams 1989,4
115,Empire Strikes Back The 1980,4
263,Indiana Jones and the Last Crusade 1989,3
305,Austin Powers: International Man of Mystery 1997,3
244,Stargate 1994,2
267,Speed 1994,4
87,Shadow The 1994,3
330,Return of the Jedi 1983,5
134,Contact 1997,4
13,Three Colors: White 1994,4
346,Gone with the Wind 1939,5
108,Independence Day ID4 1996,3
368,Howling The 1981,2
305,Fried Green Tomatoes 1991,4
298,English Patient The 1996,4
256,I.Q. 1994,4
286,Restoration 1995,4
286,Moll Flanders 1996,1
327,Crumb 1994,4
201,Supercop 1992,2
288,Mr. Holland's Opus 1995,4
308,Gigi 1958,4
334,Age of Innocence The 1993,4
204,Apt Pupil 1998,4
257,Jean de Florette 1986,4
347,Butch Cassidy and the Sundance Kid 1969,5
181,Daylight 1996,2
13,Beyond Bedlam 1993,1
26,People vs. Larry Flynt The 1996,3
118,Lawrence of Arabia 1962,5
239,Wallace & Gromit: The Best of Aardman Animation 1996,3
339,Wild Bunch The 1969,5
171,Cop Land 1997,4
378,Babe 1995,4
14,My Left Foot 1989,5
62,Desperado 1995,1
64,Tin Cup 1996,4
269,Good The Bad and The Ugly The 1966,5
200,Willy Wonka and the Chocolate Factory 1971,3
370,Hunt for Red October The 1990,5
327,Philadelphia Story The 1940,4
10,My Left Foot 1989,4
108,Sense and Sensibility 1995,5
311,Powder 1995,4
199,Lost Highway 1997,1
363,Professional The 1994,5
180,Pulp Fiction 1994,5
60,Sting The 1973,4
14,Independence Day ID4 1996,3
18,Mr. Smith Goes to Washington 1939,5
270,Star Trek: First Contact 1996,5
268,From Dusk Till Dawn 1996,3
323,Unforgiven 1992,5
334,Bananas 1971,3
354,Home for the Holidays 1995,3
336,Another Stakeout 1993,1
144,Desperado 1995,5
226,Wrong Trousers The 1993,5
301,Monty Python and the Holy Grail 1974,4
99,Executive Decision 1996,3
181,Jack and Sarah 1995,1
197,Starship Troopers 1997,2
312,One Flew Over the Cuckoo's Nest 1975,5
54,Private Parts 1997,2
200,Net The 1995,3
69,Hard Eight 1996,5
5,To Wong Foo Thanks for Everything! Julie Newmar 1995,4
181,Man of the Year 1995,1
303,Hot Shots! Part Deux 1993,4
110,City Slickers II: The Legend of Curly's Gold 1994,3
299,Young Frankenstein 1974,4
275,E.T. the Extra-Terrestrial 1982,4
210,Shining The 1980,5
327,Hate Haine La 1995,4
99,Twelve Monkeys 1995,4
64,Beavis and Butt-head Do America 1996,1
101,Quest The 1996,2
18,Don Juan DeMarco 1995,2
301,Basic Instinct 1992,3
90,Manon of the Spring Manon des sources 1986,4
213,GoldenEye 1995,4
251,Great Escape The 1963,5
295,Snow White and the Seven Dwarfs 1937,4
279,Brazil 1985,5
64,Escape from New York 1981,4
303,Batman Returns 1992,4
184,Dead Poets Society 1989,4
197,True Romance 1993,1
315,Reservoir Dogs 1992,5
23,Somewhere in Time 1980,3
291,Pulp Fiction 1994,5
5,So I Married an Axe Murderer 1993,3
146,Ayn Rand: A Sense of Life 1997,4
254,So I Married an Axe Murderer 1993,1
326,Interview with the Vampire 1994,3
290,Nightmare Before Christmas The 1993,2
94,Dragonheart 1996,3
189,Maltese Falcon The 1941,5
292,Vertigo 1958,4
194,Bob Roberts 1992,2
326,Christmas Carol A 1938,4
16,Nick of Time 1995,2
304,Scream 1996,3
221,Mallrats 1995,5
160,This Is Spinal Tap 1984,4
80,Quiz Show 1994,4
178,Carlito's Way 1993,3
62,Long Kiss Goodnight The 1996,3
158,Die Hard: With a Vengeance 1995,3
344,Titanic 1997,3
291,Powder 1995,3
112,L.A. Confidential 1997,4
207,Full Metal Jacket 1987,3
13,Free Willy 3: The Rescue 1997,1
234,Toy Story 1995,3
260,Good Will Hunting 1997,3
63,Mighty Aphrodite 1995,4
325,Cook the Thief His Wife & Her Lover The 1989,3
194,Lone Star 1996,4
71,Pulp Fiction 1994,5
30,Volcano 1997,2
291,Get Shorty 1995,4
378,Clockers 1995,3
177,Event Horizon 1997,2
21,Rosewood 1997,3
326,Wizard of Oz The 1939,4
244,People vs. Larry Flynt The 1996,4
128,American in Paris An 1951,4
276,Drop Zone 1994,2
263,Devil's Own The 1997,4
323,My Best Friend's Wedding 1997,4
92,Turbulence 1997,2
276,Time to Kill A 1996,4
186,Set It Off 1996,4
264,Birdcage The 1996,4
161,Sabrina 1995,2
86,Air Force One 1997,3
303,Nightmare Before Christmas The 1993,5
10,2001: A Space Odyssey 1968,5
301,Spy Hard 1996,2
60,Bananas 1971,4
377,Birds The 1963,4
142,Fallen 1998,4
374,Primal Fear 1996,4
110,Dave 1993,3
352,GoodFellas 1990,5
109,Anaconda 1997,3
328,Fallen 1998,3
181,Emma 1996,3
354,Crying Game The 1992,4
334,Shallow Grave 1994,4
181,Good Morning 1971,1
54,Independence Day ID4 1996,4
293,Usual Suspects The 1995,4
279,Chasers 1994,3
138,Truth About Cats & Dogs The 1996,4
298,Bananas 1971,5
318,While You Were Sleeping 1995,4
67,Willy Wonka and the Chocolate Factory 1971,4
301,Glengarry Glen Ross 1992,2
47,Mother 1996,4
304,I Know What You Did Last Summer 1997,3
109,Back to the Future 1985,4
189,Dial M for Murder 1954,5
16,Alien 1979,5
269,Paris Is Burning 1990,4
297,Cold Comfort Farm 1995,4
373,Love Bug The 1969,3
274,One Fine Day 1996,3
123,Lawrence of Arabia 1962,5
13,To Wong Foo Thanks for Everything! Julie Newmar 1995,2
61,Man Who Knew Too Little The 1997,2
76,William Shakespeare's Romeo and Juliet 1996,3
284,Titanic 1997,3
339,Menace II Society 1993,4
5,Fish Called Wanda A 1988,5
280,Multiplicity 1996,3
199,Murder at 1600 1997,2
343,Sound of Music The 1965,4
303,Down Periscope 1996,2
232,Leaving Las Vegas 1995,5
1,Cape Fear 1991,3
151,Parent Trap The 1961,3
270,Last of the Mohicans The 1992,5
269,Good Will Hunting 1997,3
339,Grosse Pointe Blank 1997,4
46,Conspiracy Theory 1997,4
198,Romy and Michele's High School Reunion 1997,2
151,Dial M for Murder 1954,5
184,Philadelphia Story The 1940,4
234,Sabrina 1995,3
348,Ransom 1996,4
374,Bound 1996,5
221,Natural Born Killers 1994,4
308,Secret Garden The 1993,4
268,Real Genius 1985,3
263,Godfather The 1972,4
83,Richie Rich 1994,3
168,Twelve Monkeys 1995,1
284,Apostle The 1997,4
375,Dolores Claiborne 1994,3
91,Butch Cassidy and the Sundance Kid 1969,4
311,Quiz Show 1994,3
204,Amadeus 1984,4
109,Shining The 1980,2
201,Four Weddings and a Funeral 1994,3
312,Last of the Mohicans The 1992,3
215,Alien 1979,5
128,Princess Bride The 1987,5
13,Prophecy II The 1998,1
378,Madness of King George The 1994,5
345,How to Make an American Quilt 1995,3
12,Red Corner 1997,4
54,Thinner 1996,2
128,Jerry Maguire 1996,4
223,Romy and Michele's High School Reunion 1997,4
197,Desperado 1995,2
270,In the Mouth of Madness 1995,5
373,Monty Python's Life of Brian 1979,5
24,Sense and Sensibility 1995,5
214,M. Butterfly 1993,4
16,Bad Boys 1995,2
325,Deer Hunter The 1978,4
243,Breaking the Waves 1996,5
200,Demolition Man 1993,5
343,Barcelona 1994,4
345,Vertigo 1958,4
327,Paris Is Burning 1990,4
141,Amistad 1997,1
13,Maverick 1994,3
299,Wag the Dog 1997,4
181,Dead Man 1995,1
13,Bronx Tale A 1993,5
276,Star Trek VI: The Undiscovered Country 1991,4
189,Casablanca 1942,5
135,Star Trek: The Wrath of Khan 1982,4
256,Two if by Sea 1996,3
84,Willy Wonka and the Chocolate Factory 1971,4
207,Devil's Own The 1997,3
189,Terminator 2: Judgment Day 1991,5
135,Grifters The 1990,4
84,Cool Hand Luke 1967,4
269,Room with a View A 1986,5
307,Monty Python's Life of Brian 1979,5
117,Scream 1996,3
43,Quiet Man The 1952,5
359,Fifth Element The 1997,4
373,GoldenEye 1995,4
327,Princess Bride The 1987,4
326,Jurassic Park 1993,3
190,Liar Liar 1997,3
72,Great Escape The 1963,5
378,Client The 1994,4
91,Bean 1997,4
363,Clockers 1995,2
128,Primal Fear 1996,4
252,Chasing Amy 1997,5
214,Wings of Desire 1987,5
303,Austin Powers: International Man of Mystery 1997,4
313,2001: A Space Odyssey 1968,5
239,Monty Python and the Holy Grail 1974,4
361,Ghost and the Darkness The 1996,1
94,Carrie 1976,4
109,Island of Dr. Moreau The 1996,2
298,Wings of the Dove The 1997,3
329,Full Monty The 1997,4
66,Rock The 1996,3
291,Tommy Boy 1995,4
175,Victor/Victoria 1982,3
347,E.T. the Extra-Terrestrial 1982,4
291,Dirty Dancing 1987,3
7,Unforgiven 1992,5
201,Secrets & Lies 1996,4
374,Client The 1994,3
303,G.I. Jane 1997,2
131,Sense and Sensibility 1995,2
186,Tie That Binds The 1995,4
347,Double Team 1997,1
184,Beauty and the Beast 1991,5
234,Conspiracy Theory 1997,2
293,Long Kiss Goodnight The 1996,2
276,Cutthroat Island 1995,1
101,Twister 1996,3
269,Bringing Up Baby 1938,3
256,Maximum Risk 1996,3
305,American in Paris An 1951,3
94,Santa Clause The 1994,3
327,Seventh Seal The Sjunde inseglet Det 1957,4
43,Twister 1996,4
347,Chasing Amy 1997,4
194,Manhattan 1979,3
281,Cats Don't Dance 1997,2
232,Hudsucker Proxy The 1994,5
42,Sleepless in Seattle 1993,5
18,Ben-Hur 1959,4
55,Volcano 1997,3
158,GoodFellas 1990,5
288,Mighty Aphrodite 1995,5
102,Jackal The 1997,3
323,Austin Powers: International Man of Mystery 1997,3
294,Things to Do in Denver when You're Dead 1995,4
268,Young Guns 1988,3
94,Once Upon a Time in the West 1969,5
157,Four Rooms 1995,3
279,Long Kiss Goodnight The 1996,4
90,Trainspotting 1996,3
276,Shallow Grave 1994,3
301,In the Line of Fire 1993,3
191,Alien: Resurrection 1997,3
201,Lost Highway 1997,5
213,Omen The 1976,4
145,Escape from L.A. 1996,1
65,2001: A Space Odyssey 1968,4
291,Monty Python's Life of Brian 1979,4
379,Forrest Gump 1994,4
345,Interview with the Vampire 1994,1
62,Clockwork Orange A 1971,4
331,Restoration 1995,4
43,Outbreak 1995,3
244,Beavis and Butt-head Do America 1996,3
279,Short Cuts 1993,4
1,This Is Spinal Tap 1984,4
313,Parent Trap The 1961,2
151,Reality Bites 1994,2
329,Lone Star 1996,5
332,Wedding Singer The 1998,5
303,Basic Instinct 1992,3
249,Dragonheart 1996,3
6,Third Man The 1949,4
1,George of the Jungle 1997,1
308,Die Hard 1988,3
174,Coneheads 1993,1
327,Full Metal Jacket 1987,5
332,Starship Troopers 1997,4
59,Fried Green Tomatoes 1991,4
130,Dazed and Confused 1993,4
94,Die Hard 1988,3
280,Rock The 1996,5
151,Ed Wood 1994,3
249,Wrong Trousers The 1993,5
184,Doom Generation The 1995,2
344,Apt Pupil 1998,5
339,Love Bug The 1969,3
74,Anne Frank Remembered 1995,3
347,Forrest Gump 1994,5
293,Nick of Time 1995,2
308,Jaws 1975,3
268,William Shakespeare's Romeo and Juliet 1996,3
328,Psycho 1960,4
365,Half Baked 1998,3
200,Mr. Holland's Opus 1995,4
5,Home Alone 1990,3
318,My Left Foot 1989,5
234,E.T. the Extra-Terrestrial 1982,4
118,Candyman: Farewell to the Flesh 1995,3
354,Ulee's Gold 1997,4
130,Mission: Impossible 1996,4
279,Get Shorty 1995,4
198,Bram Stoker's Dracula 1992,4
342,Jerry Maguire 1996,4
195,Under Siege 2: Dark Territory 1995,1
48,Beautician and the Beast The 1997,2
7,River Wild The 1994,3
64,Schindler's List 1993,4
253,Ran 1985,3
99,Pulp Fiction 1994,5
13,Birds The 1963,4
151,Something to Talk About 1995,2
91,Magnificent Seven The 1954,3
343,M*A*S*H 1970,5
279,True Romance 1993,4
57,Grosse Pointe Blank 1997,5
94,Harold and Maude 1971,5
42,Apollo 13 1995,5
343,Bullets Over Broadway 1994,5
144,This Is Spinal Tap 1984,2
290,Jungle2Jungle 1997,3
100,As Good As It Gets 1997,5
374,Substitute The 1996,1
249,In the Line of Fire 1993,4
145,Jackie Brown 1997,5
379,Singin' in the Rain 1952,4
184,Four Weddings and a Funeral 1994,4
94,Manchurian Candidate The 1962,5
178,Great Escape The 1963,5
303,Double Team 1997,2
21,Prophecy The 1995,2
328,Just Cause 1995,3
276,Leaving Las Vegas 1995,4
77,Star Wars 1977,4
237,Alien 1979,5
5,Black Beauty 1994,1
234,Outbreak 1995,2
22,Bananas 1971,4
226,Emma 1996,2
199,Volcano 1997,1
148,One Flew Over the Cuckoo's Nest 1975,5
326,Lost Horizon 1937,2
59,Quick and the Dead The 1995,4
94,Akira 1988,4
109,Great Escape The 1963,5
329,Leaving Las Vegas 1995,4
321,Star Wars 1977,4
174,Stand by Me 1986,5
144,Maverick 1994,3
56,Blues Brothers The 1980,3
87,Speed 1994,5
269,Age of Innocence The 1993,3
201,Boogie Nights 1997,5
165,Mary Poppins 1964,4
191,Gattaca 1997,3
190,Sleepers 1996,4
5,Nutty Professor The 1996,1
169,FairyTale: A True Story 1997,3
303,Scream 1996,4
69,Willy Wonka and the Chocolate Factory 1971,5
145,Two if by Sea 1996,1
279,To Catch a Thief 1955,3
1,Kids in the Hall: Brain Candy 1996,5
253,Princess Bride The 1987,5
77,Hunt for Red October The 1990,3
283,When Harry Met Sally... 1989,4
224,Carried Away 1996,1
336,Rock The 1996,3
378,Before and After 1996,2
174,Twister 1996,2
296,Silence of the Lambs The 1991,5
130,Indiana Jones and the Last Crusade 1989,5
1,In the Company of Men 1997,3
89,How to Make an American Quilt 1995,3
58,Back to the Future 1985,4
263,Little Princess The 1939,5
92,Heat 1995,4
67,Crow: City of Angels The 1996,4
311,Robin Hood: Prince of Thieves 1991,4
234,Immortal Beloved 1994,3
351,Horse Whisperer The 1998,4
90,Heathers 1989,3
194,Higher Learning 1995,3
222,Eddie 1996,2
311,Magnificent Seven The 1954,4
59,Koyaanisqatsi 1983,5
195,William Shakespeare's Romeo and Juliet 1996,4
145,Dolores Claiborne 1994,5
38,Romy and Michele's High School Reunion 1997,5
186,Lion King The 1994,5
82,Mystery Science Theater 3000: The Movie 1996,1
264,American Werewolf in London An 1981,3
361,How to Make an American Quilt 1995,4
200,Princess Bride The 1987,5
279,Mission: Impossible 1996,3
7,Dial M for Murder 1954,3
121,Mars Attacks! 1996,1
301,Star Trek: Generations 1994,4
380,Aliens 1986,3
332,Twelve Monkeys 1995,4
316,Lion King The 1994,1
7,Kull the Conqueror 1997,4
293,GoldenEye 1995,3
18,Bullets Over Broadway 1994,5
166,Contact 1997,4
373,Days of Thunder 1990,3
177,Terminator The 1984,4
254,Mr. Holland's Opus 1995,3
328,Fargo 1996,5
344,Truth About Cats & Dogs The 1996,4
223,Twister 1996,2
189,Rebecca 1940,4
183,Fifth Element The 1997,2
276,Tank Girl 1995,3
194,My Left Foot 1989,3
267,Shallow Grave 1994,5
313,GoodFellas 1990,4
10,African Queen The 1951,5
276,Forrest Gump 1994,4
60,Nell 1994,4
264,Unforgiven 1992,2
116,Shine 1996,2
62,Independence Day ID4 1996,4
345,Titanic 1997,4
126,Murder at 1600 1997,3
90,E.T. the Extra-Terrestrial 1982,5
227,Rock The 1996,2
271,Othello 1995,4
25,Full Monty The 1997,4
361,Forget Paris 1995,2
85,Mediterraneo 1991,3
346,Dumb & Dumber 1994,2
338,Pulp Fiction 1994,3
363,Heathers 1989,4
217,Getaway The 1994,2
159,Devil's Own The 1997,5
141,Saint The 1997,3
49,Cable Guy The 1996,2
365,Celluloid Closet The 1995,5
373,Birdcage The 1996,4
301,Ace Ventura: Pet Detective 1994,2
149,Midnight in the Garden of Good and Evil 1997,1
21,Mute Witness 1994,3
357,Ransom 1996,4
373,Hudsucker Proxy The 1994,2
82,River Wild The 1994,3
90,Terminator 2: Judgment Day 1991,4
327,Nikita La Femme Nikita 1990,4
268,Relic The 1997,1
374,Princess Bride The 1987,3
83,Milk Money 1994,4
318,Stand by Me 1986,4
216,Casino 1995,3
381,Piano The 1993,5
333,As Good As It Gets 1997,5
21,Crash 1996,4
279,Terminator The 1984,4
279,Rumble in the Bronx 1995,5
349,Mary Reilly 1996,2
127,Saint The 1997,5
56,Aladdin 1992,4
38,Lion King The 1994,5
276,Peacemaker The 1997,3
374,First Wives Club The 1996,2
248,Nikita La Femme Nikita 1990,5
321,Babe 1995,4
344,Chasing Amy 1997,3
151,American in Paris An 1951,4
194,Tin Cup 1996,3
375,Romeo Is Bleeding 1993,2
380,Graduate The 1967,3
381,Star Wars 1977,5
103,Gandhi 1982,5
268,Fish Called Wanda A 1988,5
232,Glory 1989,3
88,Money Talks 1997,5
11,Chasing Amy 1997,5
249,Crow The 1994,5
67,Leaving Las Vegas 1995,4
177,Leaving Las Vegas 1995,5
234,Terminator 2: Judgment Day 1991,2
135,Desperado 1995,3
345,That Thing You Do! 1996,3
332,Return of the Jedi 1983,5
346,Mary Shelley's Frankenstein 1994,3
11,Pretty Woman 1990,3
239,Chinatown 1974,5
276,Fantasia 1940,5
214,Liar Liar 1997,3
330,Rear Window 1954,5
363,GoodFellas 1990,1
337,Crying Game The 1992,4
244,Nutty Professor The 1996,4
182,Empire Strikes Back The 1980,5
43,Mrs. Doubtfire 1993,4
64,Carrie 1976,4
116,William Shakespeare's Romeo and Juliet 1996,3
257,Scream 1996,3
130,Get Shorty 1995,2
54,Jerry Maguire 1996,4
312,Rear Window 1954,5
198,Victor/Victoria 1982,4
279,Dave 1993,3
320,Highlander 1986,5
1,Usual Suspects The 1995,5
59,Speed 1994,5
